name,waitTime,runningTime,rngTime
BMP180,7171,3881,0
SR04,11301,2522,0
SHA256,13858,108,6687
BMP180,118571,3853,0
SR04,119880,2507,0
SHA256,97142,23,6533
BMP180,116024,3829,0
SR04,117344,2505,0
SHA256,94689,21,6495
BMP180,116058,3826,0
SR04,117367,2507,0
SHA256,94715,23,6492
BMP180,116065,3825,0
SR04,117380,2506,0
SHA256,94726,21,6489
BMP180,116064,3825,0
SR04,117374,2506,0
SHA256,94719,21,6490
BMP180,116063,3826,0
SR04,117371,2506,0
SHA256,94717,24,6491
BMP180,116065,3825,0
SR04,117381,2505,0
SHA256,94727,21,6489
BMP180,116064,3825,0
SR04,117375,2506,0
SHA256,94720,20,6490
BMP180,116063,3826,0
SR04,117371,2506,0
SHA256,94717,23,6490
BMP180,116065,3825,0
SR04,117381,2505,0
SHA256,94727,20,6488
BMP180,116064,3825,0
SR04,117375,2506,0
SHA256,94721,21,6491
BMP180,116063,3826,0
SR04,117371,2506,0
SHA256,94718,23,6491
BMP180,116065,3825,0
SR04,117380,2505,0
SHA256,94726,21,6489
BMP180,116064,3825,0
SR04,117374,2507,0
SHA256,94720,21,6491
BMP180,116063,3826,0
SR04,117370,2506,0
SHA256,94718,23,6491
BMP180,116065,3825,0
SR04,117380,2506,0
SHA256,94727,20,6489
BMP180,116064,3825,0
SR04,117374,2506,0
SHA256,94719,21,6491
BMP180,116063,3826,0
SR04,117371,2507,0
SHA256,94718,23,6491
BMP180,116065,3825,0
SR04,117380,2506,0
SHA256,94727,20,6489
BMP180,116064,3825,0
SR04,117374,2506,0
SHA256,94719,20,6490
BMP180,116063,3826,0
SR04,117371,2506,0
SHA256,94718,23,6491
BMP180,116065,3825,0
SR04,117381,2505,0
SHA256,94727,21,6489
BMP180,116064,3825,0
SR04,117375,2506,0
SHA256,94720,20,6490
BMP180,116063,3826,0
SR04,117371,2506,0
SHA256,94717,23,6490
BMP180,116065,3825,0
SR04,117381,2506,0
SHA256,94728,21,6490
BMP180,116064,3825,0
SR04,117374,2506,0
SHA256,94719,20,6490
BMP180,116063,3826,0
SR04,117371,2506,0
SHA256,94718,23,6491
BMP180,116065,3825,0
SR04,117380,2505,0
SHA256,94726,21,6489
BMP180,116064,3825,0
SR04,117375,2507,0
SHA256,94720,21,6491
BMP180,116063,3826,0
SR04,117370,2507,0
SHA256,94717,23,6491
BMP180,116065,3825,0
SR04,117380,2506,0
SHA256,94727,21,6490
BMP180,116064,3825,0
SR04,117374,2507,0
SHA256,94719,21,6491
BMP180,116063,3826,0
SR04,117370,2507,0
SHA256,94718,23,6492
BMP180,116065,3825,0
SR04,117380,2505,0
SHA256,94726,21,6489
BMP180,116064,3825,0
SR04,117375,2530,0
SHA256,94745,21,6516
BMP180,116062,3827,0
SR04,117346,2530,0
SHA256,94717,23,6516
BMP180,116064,3825,0
SR04,117355,2531,0
SHA256,94727,21,6515
BMP180,116064,3825,0
SR04,117350,2506,0
SHA256,94694,21,6491
BMP180,116062,3827,0
SR04,117371,2506,0
SHA256,94718,23,6492
BMP180,116064,3825,0
SR04,117380,2530,0
SHA256,94751,21,6514
BMP180,116064,3825,0
SR04,117351,2531,0
SHA256,94720,21,6516
BMP180,116062,3827,0
SR04,117346,2506,0
SHA256,94693,23,6492
BMP180,116064,3825,0
SR04,117380,2507,0
SHA256,94728,20,6490
BMP180,116064,3825,0
SR04,117374,2505,0
SHA256,94719,21,6491
BMP180,116062,3827,0
SR04,117372,2506,0
SHA256,94719,23,6492
