name,waitTime,runningTime,rngTime
SR04,7256,2534,0
BMP180,9869,3870,0
SHA256,13862,134,6712
SR04,59939,2542,0
BMP180,58524,3842,0
SHA256,37133,23,6565
SR04,57332,2509,0
BMP180,55950,3816,0
SHA256,34616,25,6477
SR04,3990,2535,0
BMP180,2699,3821,0
SHA256,6414,17,3850
SR04,50777,2510,0
BMP180,56817,3819,0
SHA256,35484,19,13850
SR04,11372,2512,0
BMP180,2679,3823,0
SHA256,6390,22,3856
SR04,53411,2510,0
BMP180,59446,3816,0
SHA256,38111,18,13847
SR04,11371,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53414,2509,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11371,2510,0
BMP180,2678,3823,0
SHA256,6390,22,3856
SR04,53414,2509,0
BMP180,59449,3816,0
SHA256,38114,18,13847
SR04,11371,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53414,2510,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11370,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53413,2510,0
BMP180,59448,3816,0
SHA256,38113,18,13847
SR04,11370,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53414,2509,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11372,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53414,2511,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11370,2511,0
BMP180,2678,3823,0
SHA256,6390,23,3857
SR04,53414,2510,0
BMP180,59449,3816,0
SHA256,38114,18,13847
SR04,11370,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53414,2509,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11371,2512,0
BMP180,2680,3822,0
SHA256,6392,22,3856
SR04,53413,2509,0
BMP180,59448,3816,0
SHA256,38112,18,13847
SR04,11371,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53414,2509,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11371,2512,0
BMP180,2679,3823,0
SHA256,6391,23,3857
SR04,53413,2509,0
BMP180,59448,3816,0
SHA256,38113,18,13847
SR04,11371,2512,0
BMP180,2680,3822,0
SHA256,6392,22,3856
SR04,53413,2510,0
BMP180,59448,3816,0
SHA256,38112,18,13847
SR04,11370,2512,0
BMP180,2680,3822,0
SHA256,6392,22,3856
SR04,53413,2510,0
BMP180,59448,3816,0
SHA256,38112,18,13847
SR04,11370,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53413,2510,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11370,2511,0
BMP180,2679,3822,0
SHA256,6391,22,3856
SR04,53414,2509,0
BMP180,59449,3816,0
SHA256,38113,18,13847
SR04,11371,2512,0
BMP180,2680,3822,0
SHA256,6392,22,3856
SR04,53413,2510,0
BMP180,59448,3816,0
SHA256,38112,18,13847
SR04,11371,2511,0
BMP180,2678,3823,0
SHA256,6390,23,3857
SR04,53414,2510,0
BMP180,59449,3816,0
SHA256,38114,18,13847
SR04,11370,2511,0
