name,waitTime,runningTime,rngTime
SHA256,8515,28,6146
BMP180,2067,26836,0
SHA256,3740,15,2192554
BMP180,55,3824,0
SR04,152,6249,0
BMP180,134,3809,0
SR04,8970,26103,0
SHA256,39024,27,35076
SR04,39,2256,0
SHA256,2180,16,2234233
SR04,60,2292,0
SHA256,2236,15,2236679
SR04,8941,18384,0
BMP180,27308,6360,0
BMP180,2318,3819,0
SHA256,8517,30,6146
BMP180,60,3812,0
SHA256,3765,15,2274450
BMP180,1170,27719,0
SR04,151,6244,0
BMP180,138,3821,0
SR04,3972,2259,0
SHA256,10167,17,6222
BMP180,2415,3812,0
SR04,5734,29345,0
SHA256,34969,30,29384
SR04,39,2268,0
SHA256,2192,16,2347499
SR04,60,2258,0
SHA256,2201,15,2349910
SR04,5710,21615,0
BMP180,27306,6382,0
BMP180,2320,3820,0
SHA256,8515,28,6147
BMP180,1909,26994,0
SHA256,3741,15,2412712
BMP180,55,3824,0
SR04,151,6250,0
BMP180,134,3809,0
SR04,8812,26261,0
SHA256,39025,26,35076
SR04,39,2257,0
SHA256,2181,15,2454391
SR04,60,2293,0
SHA256,2237,14,2456837
SR04,8782,18541,0
BMP180,27308,6360,0
BMP180,2317,3820,0
SHA256,8515,30,6145
BMP180,60,3812,0
SHA256,3765,14,2494607
BMP180,1012,27877,0
SR04,152,6244,0
BMP180,138,3821,0
SR04,3973,2258,0
SHA256,10166,17,6221
BMP180,2414,3812,0
SR04,5577,29501,0
SHA256,34968,31,29541
SR04,39,2292,0
SHA256,2215,16,2567679
SR04,60,2258,0
SHA256,2201,14,2570089
SR04,5530,21794,0
BMP180,27305,6406,0
BMP180,2319,3820,0
SHA256,8514,28,6146
BMP180,1731,27172,0
SHA256,3740,15,2632890
BMP180,55,3824,0
SR04,151,6249,0
BMP180,134,3809,0
SR04,8634,26439,0
SHA256,39025,26,35076
SR04,38,2258,0
SHA256,2181,15,2674570
SR04,60,2292,0
SHA256,2236,15,2677016
SR04,8603,18720,0
BMP180,27309,6360,0
BMP180,2318,3819,0
SHA256,8515,30,6145
BMP180,60,3812,0
SHA256,3764,15,2714786
BMP180,834,28056,0
SR04,151,6244,0
BMP180,138,3822,0
SR04,3973,2258,0
SHA256,10164,16,6221
BMP180,2415,3812,0
SR04,5401,29677,0
SHA256,34968,31,29717
SR04,38,2293,0
SHA256,2216,15,2787855
SR04,60,2257,0
SHA256,2201,15,2790266
SR04,5354,21970,0
BMP180,27306,6405,0
BMP180,2345,3820,0
SHA256,8538,29,6172
BMP180,1530,27374,0
SHA256,3741,15,2853092
BMP180,56,3823,0
SR04,151,6275,0
BMP180,135,3808,0
SR04,8432,26640,0
SHA256,39024,26,35075
SR04,38,2257,0
SHA256,2180,16,2894771
SR04,60,2293,0
SHA256,2237,14,2897216
SR04,8403,18920,0
BMP180,27307,6361,0
BMP180,2318,3820,0
SHA256,8516,29,6145
BMP180,60,3811,0
SHA256,3765,14,2934986
BMP180,633,28256,0
SR04,152,6244,0
BMP180,139,3821,0
SR04,3973,2259,0
SHA256,10165,17,6222
BMP180,2415,3812,0
SR04,5200,29878,0
SHA256,34968,31,29918
SR04,39,2281,0
SHA256,2205,15,3008051
SR04,60,2281,0
SHA256,2225,15,3010486
SR04,5134,22215,0
BMP180,27305,6401,0
BMP180,2345,3819,0
SHA256,8564,28,6171
BMP180,1285,27618,0
SHA256,3740,15,3073336
BMP180,55,3824,0
SR04,151,6274,0
BMP180,134,3809,0
SR04,8188,26885,0
SHA256,39025,26,35076
SR04,38,2257,0
SHA256,2180,15,3115015
SR04,60,2292,0
SHA256,2236,15,3117461
SR04,8159,19165,0
BMP180,27308,6360,0
BMP180,2342,3820,0
SHA256,8542,29,6170
BMP180,60,3812,0
SHA256,3765,14,3155256
