name,waitingTime,runningTime,rngTime
SHA256,5,15,1230320
BMP180,27493,3881,0
SR04,3,31311,0
SHA256,6345,29,3867
SR04,97,27484,0
SHA256,2409,24,1293446
BMP180,29691,4014,0
BMP180,27494,3891,0
SR04,6086,31498,0
BMP180,27526,3869,0
SHA256,62435,2539,31399
SR04,3,31427,0
SHA256,28737,2534,1390148
BMP180,27514,3888,0
SR04,3,27415,0
SHA256,5,15,1390318
BMP180,27493,3880,0
SR04,3,31316,0
SHA256,6347,26,3865
SR04,97,27486,0
SHA256,2410,24,1453443
BMP180,29694,4012,0
BMP180,27494,3891,0
SR04,6089,31497,0
BMP180,27526,3870,0
SHA256,62438,2538,31399
SR04,2,31427,0
SHA256,28737,2534,1550147
BMP180,27515,3887,0
SR04,2,27415,0
SHA256,5,15,1550317
BMP180,27492,3881,0
SR04,2,31315,0
SHA256,6346,27,3865
SR04,97,27486,0
SHA256,2410,24,1613442
BMP180,29695,4012,0
BMP180,27494,3891,0
SR04,6090,31497,0
BMP180,27526,3870,0
SHA256,62439,2538,31399
SR04,2,31428,0
SHA256,28737,2583,1710197
BMP180,27565,3887,0
SR04,3,27464,0
SHA256,5,15,1710367
BMP180,27492,3881,0
SR04,2,31315,0
SHA256,6346,27,3865
SR04,97,27485,0
SHA256,2409,24,1773491
BMP180,29646,4011,0
BMP180,27493,3891,0
SR04,6041,31497,0
BMP180,27525,3870,0
SHA256,62390,2537,31398
SR04,3,31426,0
SHA256,28737,2534,1870146
BMP180,27514,3887,0
SR04,3,27414,0
SHA256,5,15,1870316
BMP180,27493,3881,0
SR04,2,31317,0
SHA256,6348,26,3865
SR04,97,27486,0
SHA256,2410,23,1933442
BMP180,29695,4012,0
BMP180,27494,3891,0
SR04,6090,31498,0
BMP180,27525,3870,0
SHA256,62440,2537,31398
SR04,3,31426,0
SHA256,28737,2559,2030172
BMP180,27539,3887,0
SR04,3,27439,0
SHA256,5,15,2030342
BMP180,27491,3881,0
SR04,2,31315,0
SHA256,6346,26,3865
SR04,97,27484,0
SHA256,2409,23,2093465
BMP180,29671,4012,0
BMP180,27493,3891,0
SR04,6067,31497,0
BMP180,27525,3870,0
SHA256,62416,2537,31398
SR04,3,31426,0
SHA256,28737,2534,2190146
BMP180,27514,3887,0
SR04,2,27415,0
SHA256,5,15,2190316
BMP180,27493,3880,0
SR04,3,31315,0
SHA256,6347,27,3865
SR04,97,27485,0
SHA256,2409,24,2253440
BMP180,29697,4011,0
BMP180,27494,3891,0
SR04,6092,31497,0
BMP180,27526,3869,0
SHA256,62441,2538,31399
SR04,3,31427,0
SHA256,28737,2533,2350146
BMP180,27515,3887,0
SR04,3,27414,0
SHA256,5,15,2350316
BMP180,27492,3881,0
SR04,2,31316,0
SHA256,6347,26,3865
SR04,97,27485,0
SHA256,2409,24,2413441
BMP180,29696,4012,0
BMP180,27493,3891,0
SR04,6091,31497,0
BMP180,27525,3870,0
SHA256,62440,2537,31398
SR04,3,31427,0
SHA256,28737,2533,2510146
BMP180,27514,3887,0
SR04,3,27414,0
SHA256,5,15,2510316
BMP180,27492,3881,0
SR04,2,31316,0
SHA256,6347,26,3865
SR04,97,27486,0
SHA256,2410,24,2573441
BMP180,29696,4012,0
BMP180,27494,3891,0
SR04,6091,31497,0
BMP180,27526,3870,0
SHA256,62440,2538,31399
SR04,2,31427,0
SHA256,28737,2535,2670148
BMP180,27515,3887,0
SR04,3,27415,0
SHA256,5,15,2670318
BMP180,27492,3881,0
SR04,3,31316,0
SHA256,6347,26,3865
SR04,97,27485,0
SHA256,2409,24,2733442
BMP180,29694,4012,0
BMP180,27493,3891,0
SR04,6090,31497,0
BMP180,27525,3870,0
SHA256,62439,2538,31399
SR04,3,31427,0
SHA256,28737,2534,2830147
BMP180,27514,3888,0
SR04,2,27415,0
SHA256,6,15,2830317
BMP180,27493,3880,0
SR04,3,31316,0
SHA256,6348,26,3865
SR04,97,27486,0
SHA256,2410,24,2893442
BMP180,29695,4012,0
BMP180,27493,3891,0
SR04,6090,31497,0
BMP180,27525,3870,0
SHA256,62439,2537,31398
SR04,3,31427,0
SHA256,28736,2535,2990147
BMP180,27515,3887,0
SR04,3,27415,0
SHA256,5,15,2990317
BMP180,27493,3880,0
SR04,3,31316,0
SHA256,6348,26,3865
SR04,97,27485,0
SHA256,2410,23,3053441
BMP180,29695,4012,0
BMP180,27494,3891,0
SR04,6090,31497,0
BMP180,27525,3870,0
SHA256,62440,2537,31398
SR04,2,31427,0
SHA256,28736,2534,3150146
BMP180,27514,3887,0
SR04,3,27414,0
SHA256,5,15,3150316
BMP180,27494,3880,0
SR04,3,31316,0
SHA256,6348,27,3866
SR04,97,27485,0
SHA256,2409,24,3213441
BMP180,29696,4012,0
BMP180,27493,3891,0
SR04,6091,31497,0
BMP180,27524,3870,0
SHA256,62440,2537,31398
SR04,3,31426,0
SHA256,28737,2533,3310145
BMP180,27514,3888,0
SR04,3,27414,0
SHA256,6,14,3310315
BMP180,27492,3881,0
SR04,2,31316,0
SHA256,6347,27,3866
SR04,97,27484,0
SHA256,2409,23,3373439
BMP180,29697,4012,0
BMP180,27495,3891,0
SR04,6093,31498,0
BMP180,27526,3870,0
SHA256,62443,2538,31399
SR04,3,31427,0
SHA256,28737,2534,3470148
BMP180,27514,3887,0
SR04,3,27414,0
SHA256,5,15,3470318
BMP180,27493,3880,0
SR04,3,31315,0
SHA256,6346,27,3865
SR04,97,27485,0
SHA256,2410,24,3533443
BMP180,29695,4011,0
BMP180,27494,3891,0
SR04,6089,31497,0
BMP180,27525,3870,0
SHA256,62438,2537,31398
SR04,2,31427,0
SHA256,28737,2533,3630146
BMP180,27515,3887,0
SR04,3,27415,0
SHA256,6,14,3630316
BMP180,27492,3880,0
SR04,3,31315,0
SHA256,6347,27,3866
SR04,97,27485,0
SHA256,2410,23,3693441
BMP180,29696,4012,0
BMP180,27494,3891,0
SR04,6091,31497,0
BMP180,27526,3870,0
SHA256,62440,2538,31399
SR04,2,31427,0
SHA256,28737,2534,3790147
BMP180,27515,3887,0
SR04,3,27414,0
SHA256,5,15,3790317
BMP180,27493,3881,0
SR04,2,31316,0
SHA256,6347,27,3865
SR04,97,27461,0
SHA256,2385,24,3853418
BMP180,29694,4012,0
BMP180,27470,3891,0
SR04,6114,31474,0
BMP180,27501,3870,0
SHA256,62439,2513,31374
SR04,3,31402,0
SHA256,28737,2509,3950074
BMP180,27490,3887,0
SR04,3,27390,0
SHA256,5,15,3950244
BMP180,27468,3880,0
SR04,3,31291,0
SHA256,6322,27,3866
SR04,97,27460,0
SHA256,2385,24,4013320
BMP180,29793,4012,0
BMP180,27469,3891,0
SR04,6212,31473,0
BMP180,27500,3870,0
SHA256,62537,2512,31373
SR04,3,31402,0
SHA256,28737,2509,4110073
BMP180,27490,3887,0
SR04,3,27390,0
SHA256,5,15,4110243
BMP180,27469,3880,0
SR04,3,31292,0
SHA256,6323,26,3865
SR04,97,27461,0
SHA256,2384,24,4173319
BMP180,29793,4012,0
BMP180,27470,3891,0
SR04,6213,31474,0
BMP180,27501,3869,0
SHA256,62538,2513,31373
SR04,3,31402,0
SHA256,28737,2509,4270074
BMP180,27491,3887,0
SR04,3,27391,0
SHA256,6,14,4270244
BMP180,27469,3880,0
SR04,3,31291,0
SHA256,6323,27,3865
SR04,97,27461,0
SHA256,2385,24,4333321
BMP180,29792,4011,0
BMP180,27470,3891,0
SR04,6211,31474,0
BMP180,27501,3869,0
SHA256,62536,2514,31374
SR04,3,31402,0
SHA256,28737,2510,4430075
BMP180,27490,3888,0
SR04,3,27391,0
SHA256,5,15,4430245
BMP180,27467,3881,0
SR04,3,31291,0
SHA256,6322,27,3866
SR04,97,27460,0
SHA256,2385,24,4493321
BMP180,29792,4012,0
BMP180,27470,3891,0
SR04,6211,31473,0
BMP180,27501,3870,0
SHA256,62536,2513,31374
SR04,2,31402,0
SHA256,28737,2510,4590074
BMP180,27491,3887,0
SR04,2,27391,0
SHA256,6,14,4590244
BMP180,27469,3880,0
SR04,3,31292,0
SHA256,6324,26,3865
SR04,97,27462,0
SHA256,2385,24,4653322
BMP180,29791,4012,0
BMP180,27471,3891,0
SR04,6210,31474,0
BMP180,27501,3870,0
SHA256,62536,2513,31374
SR04,3,31402,0
SHA256,28737,2510,4750075
BMP180,27490,3887,0
SR04,3,27390,0
SHA256,5,15,4750245
BMP180,27469,3881,0
SR04,3,31292,0
SHA256,6324,26,3865
SR04,97,27461,0
SHA256,2386,23,4813322
BMP180,29790,4012,0
BMP180,27470,3891,0
SR04,6210,31474,0
BMP180,27501,3870,0
SHA256,62535,2513,31374
SR04,3,31402,0
SHA256,28736,2509,4910073
BMP180,27490,3887,0
SR04,3,27389,0
SHA256,5,15,4910243
BMP180,27468,3881,0
SR04,3,31291,0
SHA256,6323,26,3865
SR04,97,27484,0
SHA256,2409,23,4973343
BMP180,29793,4012,0
BMP180,27470,3891,0
SR04,6189,31474,0
BMP180,27500,3870,0
SHA256,62515,2513,31374
SR04,3,31402,0
SHA256,28737,2510,5070075
BMP180,27490,3888,0
SR04,3,27391,0
SHA256,5,15,5070245
BMP180,27469,3880,0
SR04,3,31292,0
SHA256,6323,26,3865
SR04,98,27484,0
SHA256,2409,23,5133345
BMP180,29791,4012,0
BMP180,27494,3891,0
SR04,6187,31498,0
BMP180,27501,3869,0
SHA256,62536,2514,31374
SR04,3,31402,0
SHA256,28737,2510,5230099
BMP180,27490,3887,0
SR04,2,27391,0
SHA256,5,15,5230269
BMP180,27469,3880,0
SR04,3,31292,0
SHA256,6323,26,3865
SR04,97,27486,0
SHA256,2409,24,5293370
BMP180,29767,4012,0
BMP180,27494,3891,0
SR04,6162,31498,0
BMP180,27525,3869,0
SHA256,62511,2538,31398
SR04,3,31426,0
SHA256,28737,2534,5390147
BMP180,27515,3887,0
SR04,3,27415,0
SHA256,5,15,5390317
BMP180,27493,3880,0
SR04,3,31315,0
SHA256,6346,27,3866
SR04,97,27485,0
SHA256,2409,24,5453441
BMP180,29696,4012,0
BMP180,27470,3891,0
SR04,6091,31473,0
BMP180,27501,3870,0
SHA256,62416,2513,31374
SR04,2,31402,0
SHA256,28737,2510,5550074
BMP180,27490,3887,0
SR04,3,27390,0
SHA256,5,15,5550244
BMP180,27493,3880,0
SR04,3,31315,0
SHA256,6346,27,3866
SR04,97,27485,0
SHA256,2409,24,5613368
BMP180,29769,4012,0
BMP180,27494,3891,0
SR04,6164,31498,0
BMP180,27501,3869,0
SHA256,62513,2513,31373
SR04,3,31402,0
SHA256,28737,2535,5710123
BMP180,27515,3887,0
SR04,3,27415,0
SHA256,5,15,5710293
BMP180,27492,3880,0
SR04,3,31315,0
SHA256,6347,27,3866
SR04,97,27486,0
SHA256,2410,24,5773418
BMP180,29720,4012,0
BMP180,27470,3891,0
SR04,6114,31474,0
BMP180,27501,3870,0
SHA256,62439,2513,31374
SR04,3,31402,0
SHA256,28737,2510,5870074
BMP180,27490,3887,0
SR04,3,27390,0
SHA256,5,15,5870244
BMP180,27468,3880,0
SR04,3,31291,0
SHA256,6323,26,3865
SR04,97,27485,0
SHA256,2409,24,5933344
BMP180,29793,4012,0
BMP180,27493,3891,0
SR04,6188,31497,0
BMP180,27501,3870,0
SHA256,62537,2513,31374
SR04,3,31402,0
SHA256,28737,2535,6030123
BMP180,27516,3887,0
SR04,2,27416,0
SHA256,5,15,6030293
BMP180,27492,3881,0
SR04,2,31316,0
SHA256,6347,26,3865
SR04,97,27485,0
SHA256,2410,23,6093417
